State,Response,Coverage,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Policies,Policy Type,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Component 1,Component 2,Component 3,segment,anomaly
0.5,0.0,0.0,1.0,0.25053760214440746,0.5,0.5,0.025316455696202556,0.39999999999999997,0.07070707070707072,0.0,0.5,0.3333333333333333,0.6666666666666667,0.15697338727847848,1.0000000000000002,-0.07913871761995772,-0.21420462769401302,-0.21926606502435017,4,1
0.25,0.0,0.0,1.0,0.28860483491863453,0.5,0.5,0.16877637130801687,0.34285714285714286,0.595959595959596,0.0,0.5,0.6666666666666667,0.6666666666666667,0.2237509674136408,0.6000000000000001,0.013545710086772913,-0.280537599352578,0.09446945493334187,2,1
0.75,0.0,0.0,1.0,0.5115771996679369,1.0,0.5,0.04641350210970463,0.2571428571428571,0.010101010101010102,0.75,0.5,0.3333333333333333,0.3333333333333333,0.1067637879126134,0.0,0.0001548893493529584,0.5661035002846082,-0.031310164116029694,3,1
0.25,0.0,1.0,0.0,0.6615256898810774,0.5,0.5,0.16877637130801687,0.3142857142857143,0.21212121212121213,0.25,0.0,0.0,0.6666666666666667,0.16753454052839592,0.0,0.27093697164009833,0.11733154298334797,-0.10828927349523619,1,1
0.75,0.0,0.0,1.0,0.5775997439513508,0.5,1.0,0.05485232067510548,0.8857142857142857,0.21212121212121213,0.0,0.5,0.0,0.3333333333333333,0.12273893093392553,1.0000000000000002,0.11133234545147026,-0.09626904159549968,-0.5997458280654041,0,1
1.0,0.0,0.5,0.0,0.13791620407877497,0.5,0.0,0.07594936708860761,0.22857142857142856,0.494949494949495,0.0,0.5,1.0,0.6666666666666667,0.1310344141921608,0.0,-0.10521108211131289,-0.32092984154468485,0.16363570167166072,2,1
0.0,1.0,0.0,1.0,0.1407467418809574,0.5,0.0,0.042194092827004204,0.37142857142857144,0.030303030303030304,0.125,0.5,0.0,0.0,0.17665957211245467,0.0,-0.20821235064995047,-0.12383759013517077,-0.16880072570844165,4,1
0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.050632911392405056,0.11428571428571428,0.4444444444444445,0.0,0.0,0.0,0.3333333333333333,0.19158341022125847,0.0,-0.20800125282954135,-0.3645113391488708,0.2567029868541837,4,1
0.25,0.0,0.0,0.0,0.17873395945229595,0.5,0.5,0.0,0.8571428571428571,0.9191919191919192,0.0,0.0,0.3333333333333333,0.3333333333333333,0.15177312233774892,0.0,-0.19392419480031237,-0.3160247949946342,-0.12296097338437334,0,1
0.75,0.0,0.0,1.0,0.9755953631189926,0.5,0.5,0.04641350210970463,0.6285714285714286,0.010101010101010102,0.25,0.5,0.3333333333333333,0.6666666666666667,0.13448568294659324,0.0,0.46522465590087714,0.2647770349032757,-0.529861251895534,1,1
0.25,0.0,1.0,0.0,0.0,0.5,1.0,0.21097046413502107,0.42857142857142855,0.4747474747474748,0.0,0.5,0.0,0.0,0.2762053712112777,0.0,-0.28595715560627194,-0.34264533013707793,0.022025420891315296,4,1
1.0,0.0,0.5,0.0,0.10512997469519209,1.0,0.5,0.3291139240506329,0.9428571428571428,0.6464646464646465,0.0,0.0,0.0,0.3333333333333333,0.1784009153698009,0.6000000000000001,-0.3061424540435427,-0.2926282652029168,-0.3194946963585684,0,1
0.0,0.0,1.0,0.0,0.866004540862764,0.5,1.0,0.21097046413502107,0.9428571428571428,0.5454545454545455,0.125,0.5,0.0,0.6666666666666667,0.18412550704486638,0.0,0.3593890726544677,0.06666888163942689,-0.5032110766068527,0,-1
0.75,0.0,0.5,0.0,0.7570438383292826,0.5,0.5,0.08016877637130804,0.4857142857142857,0.4444444444444445,0.0,0.5,0.3333333333333333,0.3333333333333333,0.13269351084380784,0.0,0.39912366836862845,-0.10806490530607961,-0.19579033920674943,1,1
0.0,0.0,0.0,1.0,0.2316240085616267,0.5,0.5,0.008438818565400852,0.11428571428571428,0.06060606060606061,0.0,0.5,1.0,0.6666666666666667,0.11136514695935434,0.0,-0.024328343829480556,-0.24202034538889503,0.007130012058808955,4,1
0.5,0.0,0.5,1.0,0.6601154219301668,1.0,0.5,0.7426160337552742,0.02857142857142857,0.14141414141414144,0.625,0.0,0.3333333333333333,0.0,0.21285821604628088,0.4000000000000001,0.2403163728914925,0.45706060777063207,0.16237565928608277,3,1
0.25,0.0,0.0,1.0,0.0,1.0,0.5,0.016877637130801704,0.5428571428571428,0.5656565656565657,0.25,0.5,0.0,0.6666666666666667,0.10647663492059767,0.0,-0.3726969713336247,-0.1106254032047844,0.03196535595131966,2,1
1.0,0.0,0.0,1.0,0.5451035696782389,0.5,0.5,0.008438818565400852,0.7999999999999999,0.17171717171717174,0.625,0.0,0.0,0.0,0.10448886776580797,1.0000000000000002,-0.062254275393385176,0.480732760896573,-0.4127391644020929,3,1
0.75,0.0,0.0,0.0,0.3726708074534162,0.0,0.5,0.004219409282700426,0.5428571428571428,0.42424242424242425,0.875,0.0,0.6666666666666667,1.0,0.005301738057105346,0.0,-0.20072354326906375,0.6081120627150801,0.013905482674355542,3,-1
0.0,0.0,0.0,0.0,0.6900011002090397,1.0,0.5,0.042194092827004204,0.3142857142857143,0.4040404040404041,0.625,0.5,0.0,0.3333333333333333,0.07064161865636431,0.0,0.21546640296528058,0.45160301476301085,0.06668317338430055,3,1
0.25,0.0,1.0,1.0,0.4231303947750073,0.5,0.5,0.23628691983122363,0.2857142857142857,0.6262626262626263,0.125,0.5,0.0,0.0,0.1940800869547487,0.0,0.12352206576197454,-0.13073719213373033,0.15463606323099613,2,1
0.75,0.0,0.5,0.0,0.6571848651243737,0.5,0.5,0.12658227848101267,0.5428571428571428,0.8686868686868687,0.875,0.5,0.3333333333333333,1.0,0.1509435740119254,0.0,0.0994182020944136,0.6313345092746395,0.18869498813175373,3,1
0.75,0.0,0.5,1.0,0.0,0.5,1.0,0.12236286919831224,0.19999999999999998,0.797979797979798,0.0,0.5,0.6666666666666667,0.0,0.2239438266843956,1.0000000000000002,-0.20120526090117155,-0.40658402531387555,0.3741638334156252,2,1
0.0,0.0,0.0,1.0,0.5325311809243757,0.0,0.0,0.02109704641350213,0.11428571428571428,0.15151515151515152,0.0,0.5,0.0,0.6666666666666667,0.05436957959794966,0.0,0.2621740742975667,-0.16494812261441455,-0.007233661093637252,4,1
0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.03797468354430383,0.19999999999999998,0.010101010101010102,0.0,0.0,0.6666666666666667,0.6666666666666667,0.16736812483875246,1.0000000000000002,-0.2652232831326408,-0.2969601303415119,-0.03992284067501192,4,1
0.75,1.0,0.0,0.0,0.500805152979066,0.0,1.0,0.042194092827004204,0.08571428571428572,0.32323232323232326,0.0,0.0,0.3333333333333333,0.0,0.006505016568549701,1.0000000000000002,0.2540248363004292,-0.20064102044347182,0.11234482282791654,1,1
0.25,1.0,0.5,0.0,0.6003240615716987,0.5,0.5,0.16033755274261602,0.34285714285714286,0.2828282828282829,0.0,0.5,0.3333333333333333,0.0,0.30512617200008935,0.0,0.27725565062907287,-0.14400842827798846,-0.13448203640167147,1,1
0.0,0.0,0.0,1.0,0.4325221792140507,0.5,0.5,0.17721518987341772,0.42857142857142855,0.16161616161616163,0.125,0.5,1.0,0.0,0.17085273383169,0.8,0.05781260810173149,-0.05164803188096656,-0.2053809991494703,4,1
1.0,0.0,0.0,1.0,0.9285164181194427,0.5,0.5,0.0,0.42857142857142855,0.5656565656565657,0.0,1.0,0.3333333333333333,0.6666666666666667,0.10117067446251389,0.0,0.582616042434539,-0.07860722621972761,-0.1219215114608906,1,1
0.75,0.0,1.0,0.0,0.10106920314859824,0.0,0.5,0.4683544303797468,0.14285714285714285,0.04040404040404041,0.25,0.5,0.0,0.3333333333333333,0.0001447375180188741,0.6000000000000001,-0.2187149690816828,-0.03952937709740317,0.05379539157231561,4,-1
0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.050632911392405056,0.19999999999999998,0.5757575757575758,0.5,0.5,0.6666666666666667,0.6666666666666667,0.20015167350982915,0.0,-0.3489664773357767,0.09482348409428437,0.36392789260286607,2,1
0.75,0.0,0.0,0.0,0.23222412258329084,0.5,1.0,0.042194092827004204,0.19999999999999998,0.10101010101010102,0.375,0.5,1.0,0.0,0.15474340307319265,1.0000000000000002,-0.1396173351052462,0.11267366860123093,0.03978517194669864,4,1
0.25,0.0,0.5,0.0,0.0,0.5,0.5,0.1308016877637131,0.3142857142857143,0.7777777777777778,0.0,0.0,0.3333333333333333,0.6666666666666667,0.18302776712788468,0.0,-0.23210459383957122,-0.3943171906898808,0.27242255531207815,2,1
0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.004219409282700426,0.3142857142857143,0.5656565656565657,0.0,0.5,1.0,0.3333333333333333,0.10816071653088312,0.0,-0.2493910350519981,-0.3649003945908713,0.1609549124634176,2,1
0.75,0.0,0.0,1.0,0.24808713655594564,0.5,0.5,0.18143459915611815,0.02857142857142857,0.2828282828282829,0.125,0.5,0.0,0.0,0.2052203292260862,0.6000000000000001,0.0003684159405449274,-0.15395352165138446,0.21487788210674585,4,1
0.25,1.0,0.0,0.0,0.33196307298386696,0.5,0.0,0.189873417721519,0.5142857142857142,0.9595959595959597,0.125,0.0,0.0,1.0,0.17583002378663115,0.6000000000000001,0.008555439752723111,-0.18341602309178873,0.16605789023573958,2,-1
0.5,0.0,0.0,0.0,0.36020843960352467,0.0,0.5,0.03375527426160341,0.11428571428571428,0.4040404040404041,0.125,1.0,1.0,0.3333333333333333,0.06009284883472574,0.0,0.09069354391697919,-0.13332548350144963,0.18762203209510314,4,1
1.0,0.0,0.0,1.0,0.2983966953721207,0.5,1.0,0.012658227848101278,0.5428571428571428,0.4444444444444445,0.25,0.5,1.0,0.0,0.10614796441745503,0.0,-0.10574845549174944,-0.004767703155396467,-0.09336825361963459,0,1
0.25,0.0,1.0,1.0,0.16704173793020674,0.5,0.5,0.21940928270042193,0.5714285714285714,0.26262626262626265,0.0,0.5,0.0,0.3333333333333333,0.2874132531248772,0.0,-0.1848135487145427,-0.2514915466206981,-0.23786356767206318,4,1
0.0,0.0,0.5,0.0,0.4663186005341015,0.5,0.0,0.12658227848101267,0.02857142857142857,0.5353535353535354,0.25,0.0,0.6666666666666667,0.6666666666666667,0.1509435740119254,0.0,0.18924751040859644,-0.009539657967718022,0.3297248290683236,1,1
0.25,0.0,0.0,1.0,0.647613046478831,1.0,0.5,0.012658227848101278,0.6857142857142857,0.595959595959596,0.125,1.0,0.3333333333333333,0.3333333333333333,0.10454596488578413,0.0,0.2264906093608056,-0.02724312844566521,-0.2264499172082514,0,1
0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.16877637130801687,0.8285714285714285,0.12121212121212122,0.0,0.5,0.0,0.6666666666666667,0.16753454052839592,0.6000000000000001,-0.4171249090112113,-0.2604344310307461,-0.48270223951720553,4,1
0.75,0.0,0.5,0.0,0.16972224722697313,0.5,0.0,0.26582278481012656,0.9714285714285714,0.4747474747474748,0.0,0.5,0.0,0.6666666666666667,0.24356544811781816,0.6000000000000001,-0.2675398425592212,-0.24719835238016238,-0.44584957291985533,0,1
0.75,0.0,1.0,0.0,0.11623208409597824,0.5,0.0,0.19831223628691985,0.11428571428571428,0.98989898989899,0.0,0.5,0.0,0.0,0.17914821708992526,0.0,-0.0557955172365483,-0.4056122093269047,0.5193502542686419,2,1
0.0,1.0,0.0,1.0,0.17625348816275094,0.5,0.0,0.016877637130801704,0.02857142857142857,0.36363636363636365,0.25,0.5,0.0,0.0,0.10780706106910208,0.0,-0.09390554503967416,-0.07240677941407417,0.2994269896433708,4,1
0.25,0.0,1.0,0.0,0.11491183324831719,0.5,0.5,0.18565400843881857,0.11428571428571428,0.5050505050505051,0.625,0.5,0.0,0.6666666666666667,0.1741709271349841,1.0000000000000002,-0.2584136492324918,0.24982017907016896,0.39795232353325494,3,1
0.75,0.0,0.5,1.0,0.0,0.5,1.0,0.13924050632911394,0.5714285714285714,0.5353535353535354,0.0,0.5,0.0,0.0,0.29837066882117047,1.0000000000000002,-0.3176580095067733,-0.33935950584017244,-0.06000837310600091,2,1
0.25,0.0,0.0,0.0,0.6653764215200888,0.0,0.5,0.16455696202531644,0.0,0.8686868686868687,0.125,0.5,0.0,0.0,0.03602740407502294,0.6000000000000001,0.44166110653201673,-0.1147400774171267,0.45962689832180975,1,1
0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.008438818565400852,0.6,0.2828282828282829,0.125,0.5,0.6666666666666667,0.3333333333333333,0.2337572043347076,0.0,-0.37775508926873874,-0.18392703698249957,-0.1889249370513294,4,1
1.0,0.0,0.0,1.0,0.3366939718546524,0.5,0.5,0.050632911392405056,0.8285714285714285,0.7171717171717172,0.0,0.5,0.6666666666666667,1.0,0.12107983428227848,0.0,-0.05646527873341117,-0.2431073174443338,-0.2389909002093449,0,1
0.75,0.0,0.0,0.0,0.2255128474410138,0.5,0.0,0.2151898734177215,0.19999999999999998,0.6060606060606061,0.25,0.0,0.0,0.0,0.18578460369651345,0.6000000000000001,-0.07220170282977986,-0.07688123981554554,0.2799117412890367,2,1
0.0,0.0,0.5,0.0,0.6149768456006641,1.0,0.5,0.15189873417721517,0.14285714285714285,0.6565656565656566,0.125,0.5,1.0,0.3333333333333333,0.1607801658808453,1.0000000000000002,0.3404033537390974,-0.08977448418774808,0.24488327230208648,1,1
0.75,1.0,0.5,0.0,0.0,0.5,0.0,0.14345991561181437,0.37142857142857144,0.20202020202020204,0.5,0.5,0.0,0.6666666666666667,0.1575799606185136,1.0000000000000002,-0.42310140682679404,0.16123711058552537,0.030776185280540894,4,-1
0.25,0.0,1.0,0.0,0.2988467808883688,0.5,0.5,0.1729957805907173,0.4857142857142857,0.0,0.125,0.5,0.6666666666666667,1.0,0.17287622168303476,0.0,-0.09397238481513275,-0.06434729868651017,-0.3082672658871156,4,1
0.75,0.0,0.0,1.0,0.9302867544833519,0.0,0.0,0.21940928270042193,0.4857142857142857,0.12121212121212122,0.125,0.5,1.0,0.0,0.09724796233387158,0.6000000000000001,0.5021781462840232,0.10819313891302357,-0.3751657169989535,1,1
0.75,0.0,0.0,1.0,0.651983876936618,0.0,0.5,0.016877637130801704,0.8285714285714285,0.27272727272727276,0.0,0.5,0.3333333333333333,1.0,0.0018441889305561528,1.0000000000000002,0.199874143935097,-0.08726761544058759,-0.5376898609154406,0,1
0.75,0.0,0.0,1.0,0.2684510056910813,0.5,0.5,0.012658227848101278,0.02857142857142857,0.4747474747474748,0.0,0.5,0.0,0.0,0.10614796441745503,0.0,0.06542357677948378,-0.2957582634449705,0.28552892322837875,2,1
0.75,0.0,0.0,1.0,0.0,0.5,1.0,0.18143459915611815,0.8571428571428571,0.030303030303030304,0.5,0.5,0.0,0.0,0.3395274263178059,0.8,-0.5614596892287343,0.22520283384950107,-0.44672880264882175,4,1
0.75,1.0,0.0,1.0,0.7565837509126735,0.5,0.0,0.016877637130801704,0.14285714285714285,0.686868686868687,1.0,0.5,0.3333333333333333,0.3333333333333333,0.16165983067748316,1.0000000000000002,0.24672562800979653,0.7706123625241216,0.4182136227315771,3,-1
0.75,0.0,0.0,1.0,0.3899140836758984,0.5,0.5,0.050632911392405056,0.7714285714285714,0.38383838383838387,0.125,0.5,0.3333333333333333,0.3333333333333333,0.12107983428227848,0.0,-0.05167561859294213,-0.06738022351653686,-0.3530746826072832,0,1
0.75,0.0,0.0,0.0,0.7182464668286975,0.0,1.0,0.042194092827004204,0.4857142857142857,0.48484848484848486,0.625,0.5,0.3333333333333333,0.6666666666666667,0.010001294886915644,0.0,0.2043129220693108,0.46290308336428837,-0.03335406874415952,3,1
0.5,0.0,0.0,1.0,0.209649833468359,0.5,0.5,0.025316455696202556,0.5714285714285714,0.33333333333333337,0.125,0.5,0.3333333333333333,0.0,0.11112525437239619,0.0,-0.1717921512684451,-0.13065855684860728,-0.18292288388156488,4,1
1.0,0.0,0.5,1.0,0.38930396775387327,0.0,0.5,0.16033755274261602,0.17142857142857143,0.8383838383838385,0.125,0.5,0.0,0.0,0.039966893472909874,0.0,0.1385065037651695,-0.18004661623465323,0.36427524379650617,2,1
0.25,0.0,0.0,1.0,0.6133265320410879,0.0,1.0,0.5274261603375527,0.0,0.30303030303030304,0.125,0.5,0.3333333333333333,0.3333333333333333,0.14777442634762228,0.2,0.34928610368656804,-0.04797948739935694,0.17245009865414834,1,1
0.25,0.0,0.5,0.0,0.0,0.0,1.0,0.06751054852320676,0.5714285714285714,0.26262626262626265,0.125,0.5,0.6666666666666667,0.3333333333333333,0.008886079497515038,1.0000000000000002,-0.3720008921202624,-0.1833246009265156,-0.17678916593525834,4,-1
0.25,1.0,0.0,1.0,0.5107570438383293,0.5,1.0,0.05485232067510548,0.6571428571428571,0.0,0.875,0.5,0.3333333333333333,0.6666666666666667,0.2723318343617451,0.0,-0.13632226961122873,0.7178539710805594,-0.32872029358116184,3,1
0.25,0.0,0.0,1.0,0.34384533061281647,0.5,0.5,0.1729957805907173,0.34285714285714286,0.5454545454545455,0.0,0.5,0.6666666666666667,0.3333333333333333,0.16919363718004296,0.6000000000000001,0.060692836405234166,-0.2570187092467981,0.05651358278693625,2,1
0.5,0.0,0.0,1.0,0.4308018523519469,0.5,0.5,0.008438818565400852,1.0,0.15151515151515152,0.0,0.5,0.3333333333333333,0.6666666666666667,0.10448886776580797,0.0,-0.059048096341306235,-0.12221082116497912,-0.6923952497159255,0,1
0.75,0.0,0.5,0.0,0.25226793090687233,0.5,1.0,0.12236286919831224,0.7999999999999999,0.696969696969697,0.25,0.5,0.3333333333333333,0.0,0.16436264187445726,0.0,-0.19379550732124542,-0.032280948892976884,-0.15616783638608714,0,1
1.0,0.0,0.0,1.0,0.3677198667746872,0.5,0.5,0.02109704641350213,0.42857142857142855,0.32323232323232326,0.125,0.5,0.0,0.6666666666666667,0.11086569976189035,0.0,0.010583354657676675,-0.09393920533722465,-0.10697189907970182,4,1
0.25,1.0,0.5,1.0,0.23095388123743513,0.5,0.5,0.14767932489451474,0.7999999999999999,0.9090909090909092,0.5,0.5,0.0,0.0,0.15923905727016066,0.0,-0.26126439262027523,0.16693747961776606,0.013025311258101368,0,-1
0.25,0.0,0.0,0.0,0.48278172852842044,1.0,0.5,0.03375527426160341,0.08571428571428572,0.797979797979798,0.0,0.0,0.6666666666666667,1.0,0.09748997096035085,0.0,0.27586249332558926,-0.2721070898786107,0.36558724253012237,2,1
0.75,0.0,0.0,0.0,0.3272621798141647,0.5,0.0,0.025316455696202556,0.37142857142857144,0.12121212121212122,0.0,0.5,0.6666666666666667,0.3333333333333333,0.11112525437239619,0.0,0.0034565647125598623,-0.2007019575550165,-0.1857891783716931,4,1
0.25,1.0,0.5,1.0,0.20399875976435525,0.5,0.5,0.06329113924050633,0.42857142857142855,0.6060606060606061,0.375,0.5,0.0,0.3333333333333333,0.12605712423721965,0.0,-0.18329223134094993,0.052869040912008,0.12881218358425178,2,1
0.75,0.0,1.0,1.0,0.21517088246766886,0.5,0.5,0.24472573839662448,0.6,0.8181818181818182,0.125,0.5,0.3333333333333333,0.3333333333333333,0.2349448790421432,1.0000000000000002,-0.13432642002049927,-0.1936050132152384,0.04788930486145044,2,1
1.0,1.0,0.5,0.0,0.7255378521919165,0.5,0.5,0.11392405063291139,0.19999999999999998,0.030303030303030304,0.125,0.0,0.3333333333333333,0.6666666666666667,0.21832468719250878,1.0000000000000002,0.37740044764547226,0.03497559204464388,-0.1526429912908995,1,1
0.75,0.0,0.0,0.0,0.8075934427541234,0.0,0.5,0.008438818565400852,0.6857142857142857,0.8484848484848485,0.0,0.0,0.0,0.0,0.004071710068604541,0.0,0.427564713605896,-0.13280820780966548,-0.153318174145723,1,1
0.75,0.0,0.0,1.0,0.5283203808723658,0.5,0.5,0.025316455696202556,0.6571428571428571,0.888888888888889,0.0,0.0,0.0,0.3333333333333333,0.12112443391108099,1.0000000000000002,0.1791249199597051,-0.2240431826192556,-0.051630747935202274,0,1
0.25,0.0,0.5,0.0,0.0,0.5,1.0,0.06751054852320676,0.22857142857142856,0.10101010101010102,1.0,0.5,0.0,0.0,0.29839395700783744,0.0,-0.5245858260326974,0.6336828270887337,0.19819944777945522,3,1
0.75,0.0,0.0,0.0,0.6975125273802023,0.5,0.5,0.05485232067510548,0.05714285714285714,0.26262626262626265,0.125,0.5,0.0,0.3333333333333333,0.17006726632132022,0.0,0.4074265900113875,-0.016429230100919692,0.08895772210907125,1,1
0.0,0.0,0.0,0.0,0.17783378841979977,0.0,0.5,0.20253164556962022,0.34285714285714286,0.18181818181818182,1.0,0.5,0.0,0.3333333333333333,0.045794275517963556,0.6000000000000001,-0.3821728928024861,0.6852063464175824,0.1127695050611223,3,1
0.25,0.0,0.0,1.0,0.1811044098378692,0.5,0.5,0.004219409282700426,0.8285714285714285,0.11111111111111112,0.875,0.5,0.0,0.0,0.10282977111416094,0.0,-0.4770377787338175,0.6181376519036761,-0.33890332237341897,3,1
0.0,0.0,0.0,0.0,0.5775097268481012,1.0,0.5,0.05485232067510548,0.8571428571428571,0.8787878787878789,1.0,0.5,0.6666666666666667,1.0,0.09325717366751572,0.0,-0.08670100033835275,0.7495119506179391,-0.013441778696328722,3,-1
0.75,0.0,0.5,1.0,0.32633200308058535,0.5,0.5,0.06329113924050633,0.3142857142857143,0.6060606060606061,0.75,0.5,0.0,0.0,0.13132361444031562,1.0000000000000002,-0.13788537671803583,0.43266627792851986,0.27460578254978535,3,1
0.25,1.0,0.0,0.0,0.0,0.5,0.5,0.19409282700421943,0.08571428571428572,0.6565656565656566,0.25,0.5,0.0,0.0,0.17748912043827822,0.6000000000000001,-0.24804447380904998,-0.1606492146268393,0.4441597889334208,2,1
0.25,1.0,0.0,1.0,0.0,0.5,1.0,0.03797468354430383,0.6857142857142857,0.10101010101010102,0.0,0.5,0.0,0.3333333333333333,0.14695700947477366,0.0,-0.3822607340195625,-0.2695711540247299,-0.37939266151292717,4,1
0.75,0.0,0.0,1.0,0.6580750342565088,0.0,1.0,0.004219409282700426,0.05714285714285714,0.8585858585858587,0.25,0.0,0.6666666666666667,0.6666666666666667,0.01690622667963593,1.0000000000000002,0.3859214259008504,0.004748478630238721,0.43727353808555774,1,1
0.25,1.0,1.0,1.0,0.6048649243356238,0.5,0.5,0.19409282700421943,0.2571428571428571,0.18181818181818182,0.0,0.5,0.3333333333333333,0.3333333333333333,0.17748912043827822,0.0,0.29523886214384515,-0.13562460458515133,-0.12017704205806644,1,1
0.25,0.0,0.5,0.0,0.0,0.5,1.0,0.2911392405063291,0.7999999999999999,0.888888888888889,0.375,0.5,0.0,1.0,0.3234896257832186,0.6000000000000001,-0.44449662436765247,-0.016331945372853356,0.02339283552067731,0,1
0.75,0.0,0.5,0.0,0.41844950540602716,0.0,0.5,0.11392405063291139,0.8285714285714285,0.9393939393939394,1.0,0.5,0.0,0.6666666666666667,0.0490690834438171,0.0,-0.2219344317244608,0.6914204260440262,0.0740174960319493,3,1
0.25,0.0,0.0,0.0,0.3230913873635991,0.0,0.5,0.016877637130801704,0.37142857142857144,0.3434343434343435,0.125,0.5,0.6666666666666667,0.3333333333333333,0.015572527962986145,0.0,-0.014536514116524827,-0.11477292200887404,-0.04157796549140432,4,1
0.75,0.0,0.0,1.0,0.0,0.5,0.5,0.23628691983122363,0.14285714285714285,0.8989898989898991,0.25,0.5,0.0,0.0,0.1940800869547487,0.6000000000000001,-0.2429511037455763,-0.18960485457693868,0.5260009512336766,2,1
